iter	Passed	Remaining
3380	8413	16470
3381	8415	16467
3382	8417	16464
3383	8419	16460
3384	8421	16457
3385	8423	16454
3386	8425	16451
3387	8427	16447
3388	8429	16444
3389	8431	16439
3390	8433	16436
3391	8435	16432
3392	8437	16429
3393	8439	16426
3394	8441	16423
3395	8443	16419
3396	8445	16416
3397	8447	16413
3398	8449	16410
3399	8452	16407
3400	8454	16403
3401	8456	16400
3402	8458	16396
3403	8460	16393
3404	8461	16389
3405	8464	16386
3406	8466	16383
3407	8468	16380
3408	8470	16377
3409	8472	16373
3410	8474	16370
3411	8476	16367
3412	8479	16364
3413	8509	16415
3414	8510	16411
3415	8512	16407
3416	8515	16404
3417	8516	16400
3418	8518	16396
3419	8519	16391
3420	8521	16388
3421	8522	16383
3422	8524	16379
3423	8527	16376
3424	8529	16373
3425	8531	16370
3426	8533	16367
3427	8535	16363
3428	8537	16360
3429	8539	16357
3430	8541	16353
3431	8543	16350
3432	8545	16347
3433	8547	16343
3434	8550	16340
3435	8551	16337
3436	8553	16333
3437	8555	16329
3438	8557	16325
3439	8559	16322
3440	8560	16317
3441	8562	16314
3442	8564	16311
3443	8566	16307
3444	8568	16304
3445	8570	16300
3446	8573	16297
3447	8575	16294
3448	8577	16291
3449	8579	16288
3450	8581	16285
3451	8583	16282
3452	8585	16279
3453	8587	16275
3454	8589	16272
3455	8592	16269
3456	8593	16264
3457	8594	16259
3458	8596	16256
3459	8598	16252
3460	8600	16249
3461	8602	16245
3462	8604	16242
3463	8605	16237
3464	8607	16234
3465	8609	16230
3466	8611	16226
3467	8613	16223
3468	8615	16220
3469	8617	16216
3470	8619	16213
3471	8621	16210
3472	8623	16207
3473	8625	16202
3474	8627	16199
3475	8629	16195
3476	8631	16192
3477	8633	16189
3478	8634	16185
3479	8636	16181
3480	8638	16176
3481	8639	16173
3482	8641	16168
3483	8643	16165
3484	8645	16161
3485	8647	16158
3486	8649	16155
3487	8651	16151
3488	8653	16148
3489	8655	16145
3490	8657	16142
3491	8658	16137
3492	8660	16134
3493	8662	16130
3494	8664	16127
3495	8666	16124
3496	8668	16120
3497	8670	16117
3498	8673	16114
3499	8674	16109
3500	8676	16105
3501	8678	16102
3502	8680	16099
3503	8682	16096
3504	8683	16091
3505	8685	16088
3506	8687	16084
3507	8689	16081
3508	8691	16078
3509	8693	16074
3510	8695	16071
3511	8697	16067
3512	8699	16064
3513	8701	16061
3514	8704	16058
3515	8706	16056
3516	8709	16054
3517	8711	16051
3518	8737	16091
3519	8739	16089
3520	8742	16086
3521	8743	16082
3522	8745	16078
3523	8747	16076
3524	8749	16071
3525	8750	16066
3526	8752	16063
3527	8754	16060
3528	8756	16056
3529	8758	16053
3530	8759	16048
3531	8761	16045
3532	8763	16042
3533	8765	16037
3534	8766	16033
3535	8768	16029
3536	8770	16026
3537	8772	16023
3538	8774	16019
3539	8776	16016
3540	8778	16013
3541	8779	16007
3542	8781	16004
3543	8782	15999
3544	8784	15995
3545	8786	15992
3546	8788	15989
3547	8790	15986
3548	8792	15982
3549	8794	15979
3550	8796	15975
3551	8798	15972
3552	8801	15969
3553	8802	15964
3554	8804	15961
3555	8806	15958
3556	8808	15954
3557	8810	15951
3558	8812	15948
3559	8814	15945
3560	8815	15940
3561	8817	15937
3562	8820	15934
3563	8821	15930
3564	8823	15926
3565	8825	15923
3566	8827	15919
3567	8829	15916
3568	8831	15913
3569	8833	15910
3570	8836	15907
3571	8838	15904
3572	8840	15901
3573	8842	15898
3574	8844	15894
3575	8845	15890
3576	8847	15887
3577	8849	15884
3578	8851	15880
3579	8853	15877
3580	8855	15873
3581	8857	15870
3582	8859	15867
3583	8861	15864
3584	8863	15861
3585	8866	15858
3586	8867	15853
3587	8869	15850
3588	8871	15847
3589	8873	15844
3590	8875	15839
3591	8877	15836
3592	8879	15833
3593	8880	15829
3594	8883	15826
3595	8885	15823
3596	8887	15819
3597	8889	15816
3598	8891	15813
3599	8893	15810
3600	8895	15807
3601	8897	15803
3602	8899	15800
3603	8901	15797
3604	8903	15794
3605	8905	15790
3606	8907	15787
3607	8909	15784
3608	8911	15780
3609	8913	15777
3610	8915	15774
3611	8917	15771
3612	8919	15768
3613	8921	15764
3614	8923	15761
3615	8926	15759
3616	8928	15755
3617	8930	15752
3618	8932	15749
3619	8933	15745
3620	8936	15742
3621	8938	15739
3622	8939	15735
3623	8940	15730
3624	8943	15727
3625	8945	15724
3626	8946	15720
3627	8948	15717
3628	8950	15713
3629	8951	15708
3630	8953	15704
3631	8955	15701
3632	8957	15697
3633	8959	15694
3634	8961	15691
3635	8963	15688
3636	8965	15685
3637	8967	15682
3638	8969	15678
3639	8971	15674
3640	8973	15671
3641	8975	15668
3642	8977	15665
3643	8979	15662
3644	8981	15659
3645	8983	15656
3646	8986	15653
3647	8988	15650
3648	8990	15647
3649	8992	15644
3650	8993	15640
3651	8994	15635
3652	8996	15631
3653	8998	15628
3654	8999	15623
3655	9002	15620
3656	9003	15616
3657	9005	15613
3658	9007	15610
3659	9010	15607
3660	9011	15602
3661	9012	15598
3662	9014	15595
3663	9016	15592
3664	9018	15589
3665	9020	15586
3666	9022	15581
3667	9024	15578
3668	9025	15574
3669	9027	15570
3670	9029	15567
3671	9030	15562
3672	9032	15559
3673	9034	15556
3674	9037	15554
3675	9039	15550
3676	9041	15547
3677	9043	15544
3678	9045	15541
3679	9048	15539
3680	9073	15575
3681	9075	15572
3682	9077	15569
3683	9079	15566
3684	9080	15561
3685	9081	15556
3686	9082	15551
3687	9084	15548
3688	9087	15545
3689	9088	15542
3690	9090	15538
3691	9092	15534
3692	9094	15531
3693	9095	15527
3694	9096	15522
3695	9098	15519
3696	9100	15515
3697	9101	15511
3698	9103	15508
3699	9106	15505
3700	9108	15501
3701	9110	15498
3702	9112	15495
3703	9114	15492
3704	9116	15489
3705	9118	15486
3706	9120	15482
3707	9121	15478
3708	9123	15474
3709	9125	15470
3710	9127	15467
3711	9129	15464
3712	9131	15461
3713	9133	15458
3714	9135	15455
3715	9137	15451
3716	9139	15448
3717	9141	15445
3718	9143	15442
3719	9145	15438
3720	9147	15436
3721	9149	15432
3722	9151	15429
3723	9153	15426
3724	9155	15422
3725	9157	15419
3726	9159	15416
3727	9161	15413
3728	9163	15410
3729	9165	15406
3730	9167	15402
3731	9169	15400
3732	9171	15396
3733	9173	15393
3734	9175	15390
3735	9177	15387
3736	9179	15384
3737	9182	15382
3738	9183	15378
3739	9186	15375
3740	9188	15372
3741	9190	15369
3742	9192	15366
3743	9194	15363
3744	9195	15359
3745	9197	15355
3746	9200	15353
3747	9201	15349
3748	9203	15346
3749	9206	15343
3750	9207	15339
3751	9209	15336
3752	9211	15333
3753	9212	15328
3754	9214	15324
3755	9215	15320
3756	9217	15317
3757	9219	15313
3758	9221	15310
3759	9223	15306
3760	9225	15303
3761	9227	15300
3762	9228	15296
3763	9230	15293
3764	9232	15289
3765	9234	15286
3766	9236	15283
3767	9238	15280
3768	9241	15277
3769	9243	15274
3770	9245	15271
3771	9247	15268
3772	9248	15264
3773	9250	15260
3774	9252	15256
3775	9254	15253
3776	9255	15249
3777	9257	15246
3778	9258	15241
3779	9260	15237
3780	9262	15234
3781	9264	15231
3782	9265	15226
3783	9267	15223
3784	9269	15220
3785	9271	15217
3786	9273	15213
3787	9275	15210
3788	9277	15207
3789	9279	15204
3790	9281	15201
3791	9283	15198
3792	9285	15195
3793	9287	15192
3794	9289	15189
3795	9291	15185
3796	9293	15182
3797	9295	15179
3798	9297	15176
3799	9299	15173
3800	9302	15170
3801	9303	15166
3802	9305	15163
3803	9307	15160
3804	9309	15156
3805	9311	15153
3806	9312	15149
3807	9314	15146
3808	9317	15143
3809	9319	15140
3810	9321	15137
3811	9322	15133
3812	9324	15130
3813	9326	15127
3814	9328	15124
3815	9330	15121
3816	9332	15116
3817	9333	15113
3818	9357	15144
3819	9359	15141
3820	9361	15138
3821	9363	15134
3822	9364	15131
3823	9367	15128
3824	9368	15124
3825	9370	15120
3826	9372	15117
3827	9373	15113
3828	9375	15109
3829	9377	15106
3830	9378	15101
3831	9380	15098
3832	9382	15096
3833	9384	15093
3834	9386	15090
3835	9388	15086
3836	9391	15084
3837	9393	15081
3838	9395	15077
3839	9397	15074
3840	9399	15071
3841	9400	15067
3842	9402	15063
3843	9404	15061
3844	9406	15057
3845	9408	15054
3846	9410	15050
3847	9411	15046
3848	9413	15042
3849	9414	15038
3850	9416	15034
3851	9417	15031
3852	9419	15026
3853	9421	15023
3854	9422	15020
3855	9424	15017
3856	9425	15012
3857	9427	15009
3858	9429	15005
3859	9431	15002
3860	9433	14999
3861	9435	14995
3862	9436	14990
3863	9438	14987
3864	9440	14984
3865	9441	14981
3866	9443	14977
3867	9445	14974
3868	9447	14970
3869	9449	14967
3870	9451	14964
3871	9453	14961
3872	9454	14956
3873	9455	14952
3874	9457	14949
3875	9459	14945
3876	9461	14942
3877	9463	14938
3878	9464	14935
3879	9467	14932
3880	9469	14929
3881	9471	14926
3882	9473	14923
3883	9475	14920
3884	9477	14917
3885	9479	14914
3886	9481	14910
3887	9483	14907
3888	9484	14903
3889	9486	14900
3890	9488	14897
3891	9490	14894
3892	9492	14891
3893	9494	14888
3894	9495	14883
3895	9497	14880
3896	9499	14877
3897	9501	14874
3898	9504	14871
3899	9506	14868
3900	9507	14864
3901	9509	14861
3902	9511	14857
3903	9513	14854
3904	9515	14852
3905	9517	14849
3906	9519	14845
3907	9520	14841
3908	9522	14837
3909	9524	14834
3910	9525	14830
3911	9527	14827
3912	9529	14824
3913	9531	14821
3914	9533	14817
3915	9535	14814
3916	9537	14811
3917	9539	14808
3918	9541	14804
3919	9543	14802
3920	9545	14799
3921	9547	14796
3922	9549	14793
3923	9551	14790
3924	9553	14786
3925	9555	14783
3926	9557	14780
3927	9559	14776
3928	9561	14774
3929	9563	14770
3930	9565	14767
3931	9567	14765
3932	9569	14762
3933	9571	14759
3934	9573	14756
3935	9575	14753
3936	9577	14749
3937	9579	14746
3938	9581	14743
3939	9583	14740
3940	9611	14776
3941	9612	14772
3942	9614	14769
3943	9616	14765
3944	9618	14762
3945	9619	14758
3946	9621	14754
3947	9623	14751
3948	9625	14749
3949	9627	14746
3950	9629	14742
3951	9631	14740
3952	9633	14736
3953	9634	14732
3954	9637	14729
3955	9639	14726
3956	9641	14723
3957	9643	14720
3958	9645	14717
3959	9647	14714
3960	9649	14711
3961	9651	14708
3962	9653	14705
3963	9655	14702
3964	9657	14698
3965	9659	14696
3966	9661	14692
3967	9662	14689
3968	9664	14686
3969	9667	14683
3970	9668	14679
3971	9671	14677
3972	9672	14673
3973	9674	14670
3974	9676	14667
3975	9679	14664
3976	9681	14661
3977	9683	14658
3978	9685	14656
3979	9686	14651
3980	9688	14648
3981	9690	14646
3982	9692	14641
3983	9694	14638
3984	9696	14636
3985	9698	14632
3986	9700	14630
3987	9702	14627
3988	9703	14622
3989	9705	14619
3990	9707	14616
3991	9709	14613
3992	9711	14609
3993	9713	14607
3994	9715	14603
3995	9717	14600
3996	9719	14598
3997	9720	14593
3998	9722	14589
3999	9724	14587
4000	9726	14584
4001	9728	14580
4002	9729	14576
4003	9730	14572
4004	9733	14569
4005	9735	14566
4006	9736	14562
4007	9738	14558
4008	9740	14555
4009	9741	14551
4010	9747	14554
4011	9749	14550
4012	9750	14546
4013	9751	14542
4014	9753	14538
4015	9754	14535
4016	9756	14531
4017	9758	14528
4018	9761	14526
4019	9762	14523
4020	9764	14519
4021	9767	14517
4022	9769	14514
4023	9770	14510
4024	9772	14506
4025	9774	14503
4026	9776	14500
4027	9778	14497
4028	9779	14493
4029	9781	14490
4030	9783	14487
4031	9785	14483
4032	9787	14480
4033	9789	14477
4034	9791	14474
4035	9793	14471
4036	9795	14468
4037	9797	14465
4038	9799	14462
4039	9801	14459
4040	9803	14456
4041	9805	14453
4042	9806	14449
4043	9808	14446
4044	9810	14443
4045	9812	14440
4046	9814	14437
4047	9816	14434
4048	9818	14431
4049	9820	14428
4050	9822	14424
4051	9824	14422
4052	9826	14419
4053	9828	14415
4054	9831	14413
4055	9833	14410
4056	9835	14407
4057	9837	14404
4058	9839	14401
4059	9841	14398
4060	9843	14396
4061	9845	14393
4062	9847	14390
4063	9850	14387
4064	9852	14384
4065	9854	14381
4066	9855	14377
4067	9857	14374
4068	9859	14370
4069	9860	14367
4070	9862	14364
4071	9864	14361
4072	9867	14358
4073	9868	14354
4074	9870	14351
4075	9872	14348
4076	9874	14346
4077	9875	14341
4078	9876	14337
4079	9878	14334
4080	9881	14331
4081	9883	14329
4082	9885	14326
4083	9887	14323
4084	9890	14321
4085	9891	14316
4086	9893	14313
4087	9895	14310
4088	9897	14308
4089	9900	14305
4090	9902	14302
4091	9903	14298
4092	9905	14296
4093	9907	14293
4094	9909	14290
4095	9911	14287
4096	9914	14285
4097	9916	14282
4098	9919	14279
4099	9921	14276
4100	9923	14273
4101	9925	14271
4102	9926	14267
4103	9928	14263
4104	9929	14259
4105	9932	14257
4106	9934	14254
4107	9936	14251
4108	9938	14248
4109	9940	14245
4110	9942	14242
4111	9944	14239
4112	9945	14235
4113	9947	14232
4114	9949	14229
4115	9951	14226
4116	9953	14223
4117	9955	14220
4118	9957	14217
4119	9960	14214
4120	9962	14212
4121	9964	14208
4122	9966	14206
4123	9968	14202
4124	9969	14199
4125	9972	14196
4126	9974	14193
4127	9975	14190
4128	9977	14187
4129	9980	14184
4130	9980	14179
4131	9982	14176
4132	9984	14173
4133	9986	14170
4134	9988	14167
4135	9990	14164
4136	9992	14161
4137	9993	14157
4138	9995	14154
4139	9997	14150
4140	9999	14147
4141	10000	14143
4142	10002	14141
4143	10004	14138
4144	10005	14133
4145	10007	14129
4146	10008	14126
4147	10010	14123
4148	10012	14120
4149	10015	14117
4150	10017	14114
4151	10019	14111
4152	10021	14108
4153	10023	14105
4154	10023	14101
4155	10025	14098
4156	10027	14094
4157	10029	14091
4158	10031	14088
4159	10033	14085
4160	10035	14082
4161	10037	14079
4162	10039	14076
4163	10040	14072
4164	10042	14069
4165	10044	14066
4166	10046	14063
4167	10048	14060
4168	10050	14057
4169	10052	14053
4170	10054	14051
4171	10056	14048
4172	10058	14045
4173	10060	14042
4174	10061	14038
4175	10063	14035
4176	10065	14032
4177	10099	14074
4178	10101	14070
4179	10103	14067
4180	10105	14064
4181	10106	14060
4182	10108	14057
4183	10109	14053
4184	10111	14050
4185	10113	14047
4186	10115	14043
4187	10116	14039
4188	10118	14036
4189	10120	14033
4190	10122	14030
4191	10124	14027
4192	10126	14024
4193	10128	14021
4194	10130	14018
4195	10132	14015
4196	10133	14011
4197	10135	14008
4198	10137	14005
4199	10139	14002
4200	10140	13998
4201	10142	13995
4202	10144	13992
4203	10145	13987
4204	10147	13985
4205	10149	13981
4206	10151	13978
4207	10154	13976
4208	10156	13973
4209	10157	13969
4210	10159	13966
4211	10161	13963
4212	10163	13960
4213	10165	13957
4214	10167	13954
4215	10168	13950
4216	10170	13947
4217	10171	13943
4218	10173	13940
4219	10175	13936
4220	10176	13932
4221	10177	13928
4222	10179	13925
4223	10181	13922
4224	10183	13919
4225	10185	13915
4226	10186	13911
4227	10187	13908
4228	10189	13905
4229	10191	13902
4230	10193	13899
4231	10195	13895
4232	10197	13892
4233	10198	13889
4234	10200	13886
4235	10202	13882
4236	10204	13880
4237	10206	13876
4238	10208	13873
4239	10209	13869
4240	10212	13867
4241	10213	13864
4242	10215	13861
4243	10217	13857
4244	10218	13853
4245	10220	13850
4246	10222	13847
4247	10224	13844
4248	10226	13841
4249	10228	13838
4250	10230	13836
4251	10232	13833
4252	10233	13828
4253	10235	13825
4254	10237	13822
4255	10239	13820
4256	10242	13817
4257	10243	13813
4258	10245	13811
4259	10248	13808
4260	10250	13805
4261	10252	13803
4262	10255	13801
4263	10258	13799
4264	10261	13798
4265	10263	13795
4266	10265	13792
4267	10268	13790
4268	10270	13787
4269	10272	13784
4270	10275	13782
4271	10277	13780
4272	10280	13778
4273	10285	13779
4274	10300	13794
4275	10301	13790
4276	10303	13787
4277	10305	13784
4278	10308	13781
4279	10310	13778
4280	10312	13776
4281	10314	13773
4282	10316	13770
4283	10318	13768
4284	10320	13765
4285	10322	13762
4286	10325	13760
4287	10327	13757
4288	10330	13755
4289	10332	13752
4290	10334	13750
4291	10337	13747
4292	10339	13745
4293	10341	13742
4294	10343	13739
4295	10345	13736
4296	10347	13733
4297	10350	13730
4298	10352	13728
4299	10354	13725
4300	10355	13721
4301	10357	13718
4302	10359	13715
4303	10361	13713
4304	10363	13710
4305	10366	13707
4306	10368	13704
4307	10370	13701
4308	10372	13699
4309	10373	13695
4310	10375	13691
4311	10376	13687
4312	10378	13685
4313	10380	13682
4314	10382	13679
4315	10385	13676
4316	10387	13673
4317	10389	13671
4318	10391	13668
4319	10409	13687
4320	10411	13683
4321	10412	13679
4322	10414	13676
4323	10416	13674
4324	10419	13671
4325	10421	13669
4326	10423	13666
4327	10425	13663
4328	10426	13659
4329	10428	13656
4330	10430	13653
4331	10432	13649
4332	10434	13647
4333	10437	13644
4334	10451	13657
4335	10452	13653
4336	10454	13651
4337	10456	13648
4338	10466	13655
4339	10467	13651
4340	10469	13648
4341	10471	13645
4342	10473	13642
4343	10476	13640
4344	10478	13637
4345	10479	13633
4346	10481	13631
4347	10495	13642
4348	10497	13640
4349	10499	13637
4350	10509	13645
4351	10512	13642
4352	10513	13639
4353	10516	13636
4354	10518	13633
4355	10520	13630
4356	10521	13627
4357	10523	13624
4358	10525	13621
4359	10527	13618
4360	10530	13616
4361	10532	13613
4362	10534	13610
4363	10536	13607
4364	10538	13604
4365	10540	13602
4366	10542	13599
4367	10545	13596
4368	10546	13593
4369	10596	13651
4370	10598	13649
4371	10600	13646
4372	10603	13643
4373	10605	13641
4374	10607	13638
4375	10610	13636
4376	10625	13649
4377	10627	13647
4378	10629	13644
4379	10631	13641
4380	10633	13638
4381	10635	13635
4382	10637	13632
4383	10640	13630
4384	10642	13627
4385	10643	13623
4386	10645	13621
4387	10648	13618
4388	10650	13616
4389	10652	13613
4390	10654	13610
4391	10656	13607
4392	10659	13604
4393	10661	13602
4394	10663	13598
4395	10665	13595
4396	10667	13593
4397	10669	13590
4398	10694	13617
4399	10696	13614
4400	10698	13611
4401	10701	13608
4402	10703	13605
4403	10708	13606
4404	10710	13604
4405	10712	13601
4406	10714	13598
4407	10716	13595
4408	10718	13592
4409	10721	13589
4410	10723	13587
4411	10725	13584
4412	10737	13593
4413	10739	13591
4414	10741	13587
4415	10743	13584
4416	10744	13580
4417	10746	13577
4418	10749	13575
4419	10751	13572
4420	10753	13569
4421	10754	13566
4422	10756	13563
4423	10759	13560
4424	10761	13558
4425	10763	13555
4426	10765	13552
4427	10768	13550
4428	10770	13547
4429	10772	13544
4430	10773	13539
4431	10775	13536
4432	10777	13534
4433	10778	13530
4434	10780	13527
4435	10782	13524
4436	10783	13520
4437	10784	13516
4438	10787	13513
4439	10789	13511
4440	10791	13508
4441	10793	13504
4442	10794	13500
4443	10796	13497
4444	10798	13494
4445	10800	13492
4446	10802	13489
4447	10804	13486
4448	10806	13483
4449	10807	13479
4450	10809	13476
4451	10812	13474
4452	10814	13471
4453	10816	13468
4454	10818	13465
4455	10820	13462
4456	10830	13470
4457	10833	13467
4458	10836	13465
4459	10844	13470
4460	10846	13467
4461	10849	13466
4462	10874	13492
4463	10876	13488
4464	10879	13486
4465	10881	13483
4466	10883	13480
4467	10885	13477
4468	10887	13474
4469	10888	13471
4470	10890	13467
4471	10891	13463
4472	10892	13459
4473	10894	13455
4474	10896	13453
4475	10898	13450
4476	10899	13445
4477	10901	13442
4478	10903	13440
4479	10905	13437
4480	10907	13434
4481	10909	13431
4482	10912	13428
4483	10914	13426
4484	10916	13424
4485	10919	13421
4486	10921	13418
4487	10923	13415
4488	10925	13413
4489	10927	13410
4490	10929	13406
4491	10931	13403
4492	10933	13401
4493	10935	13397
4494	10937	13395
4495	10939	13392
4496	10941	13389
4497	10944	13387
4498	10946	13384
4499	10948	13381
4500	10949	13377
4501	10951	13374
4502	10953	13371
4503	10955	13368
4504	10957	13365
4505	10959	13362
4506	10961	13359
4507	10963	13356
4508	10965	13353
4509	10967	13350
4510	10969	13347
4511	10971	13344
4512	10973	13341
4513	10975	13338
4514	10976	13335
4515	10978	13331
4516	10980	13328
4517	10982	13325
4518	10984	13322
4519	10985	13319
4520	10987	13315
4521	10989	13312
4522	10991	13310
4523	10993	13306
4524	10995	13303
4525	10997	13300
4526	10999	13297
4527	11000	13293
4528	11002	13291
4529	11004	13288
4530	11006	13285
4531	11008	13281
4532	11010	13279
4533	11012	13275
4534	11014	13273
4535	11016	13270
4536	11017	13266
4537	11020	13263
4538	11021	13259
4539	11023	13256
4540	11025	13253
4541	11027	13251
4542	11029	13248
4543	11031	13245
4544	11032	13241
4545	11034	13238
4546	11036	13235
4547	11038	13232
4548	11040	13229
4549	11042	13226
4550	11044	13224
4551	11046	13221
4552	11049	13218
4553	11051	13215
4554	11053	13212
4555	11055	13209
4556	11057	13206
4557	11059	13203
4558	11060	13200
4559	11062	13196
4560	11064	13193
4561	11066	13190
4562	11068	13188
4563	11070	13185
4564	11071	13181
4565	11074	13179
4566	11076	13176
4567	11077	13172
4568	11079	13169
4569	11081	13166
4570	11082	13162
4571	11083	13158
4572	11084	13154
4573	11086	13151
4574	11088	13148
4575	11090	13146
4576	11092	13143
4577	11094	13140
4578	11096	13137
4579	11098	13134
4580	11100	13131
4581	11102	13127
4582	11104	13125
4583	11105	13121
4584	11107	13118
4585	11109	13115
4586	11110	13111
4587	11112	13108
4588	11114	13105
4589	11116	13102
4590	11118	13099
4591	11120	13097
4592	11122	13094
4593	11124	13090
4594	11126	13088
4595	11128	13085
4596	11130	13082
4597	11133	13079
4598	11134	13076
4599	11136	13073
4600	11139	13071
4601	11141	13068
4602	11143	13065
4603	11145	13062
4604	11147	13059
4605	11149	13056
4606	11150	13052
4607	11152	13049
4608	11154	13046
4609	11156	13044
4610	11158	13041
4611	11160	13038
4612	11162	13035
4613	11164	13032
4614	11166	13029
4615	11168	13026
4616	11169	13023
4617	11171	13020
4618	11174	13017
4619	11176	13014
4620	11178	13012
4621	11180	13009
4622	11182	13006
4623	11185	13004
4624	11187	13001
4625	11188	12997
4626	11189	12994
4627	11192	12991
4628	11194	12988
4629	11196	12985
4630	11197	12982
4631	11198	12978
4632	11200	12975
4633	11202	12972
4634	11204	12969
4635	11206	12966
4636	11208	12963
4637	11210	12960
4638	11212	12957
4639	11214	12954
4640	11216	12951
4641	11218	12948
4642	11220	12946
4643	11222	12942
4644	11224	12939
4645	11225	12936
4646	11227	12933
4647	11229	12930
4648	11231	12927
4649	11233	12924
4650	11234	12920
4651	11236	12917
4652	11238	12915
4653	11239	12911
4654	11241	12908
4655	11243	12904
4656	11245	12901
4657	11247	12898
4658	11249	12896
4659	11251	12893
4660	11253	12890
4661	11256	12888
4662	11258	12885
4663	11259	12881
4664	11261	12879
4665	11263	12876
4666	11265	12873
4667	11268	12871
4668	11269	12867
4669	11271	12864
4670	11273	12861
4671	11275	12858
4672	11277	12856
4673	11280	12853
4674	11282	12850
4675	11284	12848
4676	11286	12845
4677	11287	12841
4678	11288	12837
4679	11291	12835
4680	11293	12832
4681	11295	12829
4682	11297	12826
4683	11299	12823
4684	11300	12820
4685	11303	12818
4686	11305	12815
4687	11307	12812
4688	11308	12808
4689	11310	12806
4690	11312	12803
4691	11315	12800
4692	11317	12797
4693	11318	12794
4694	11321	12792
4695	11323	12789
4696	11324	12786
4697	11327	12783
4698	11329	12780
4699	11331	12777
4700	11363	12809
4701	11365	12806
4702	11366	12802
4703	11368	12798
4704	11369	12795
4705	11371	12792
4706	11373	12789
4707	11376	12787
4708	11378	12784
4709	11380	12781
4710	11381	12778
4711	11383	12775
4712	11385	12772
4713	11387	12769
4714	11390	12767
4715	11392	12764
4716	11394	12761
4717	11396	12758
4718	11398	12756
4719	11399	12751
4720	11401	12749
4721	11402	12744
4722	11404	12741
4723	11406	12739
4724	11408	12736
4725	11410	12733
4726	11412	12730
4727	11414	12727
4728	11417	12725
4729	11431	12736
4730	11433	12734
4731	11436	12731
4732	11438	12729
4733	11440	12726
4734	11442	12722
4735	11444	12720
4736	11446	12717
4737	11447	12713
4738	11450	12711
4739	11452	12708
4740	11454	12706
4741	11457	12703
4742	11459	12701
4743	11461	12698
4744	11463	12696
4745	11465	12693
4746	11468	12690
4747	11469	12687
4748	11471	12684
4749	11474	12682
4750	11476	12679
4751	11478	12676
4752	11480	12673
4753	11481	12670
4754	11483	12667
4755	11486	12664
4756	11488	12661
4757	11490	12659
4758	11492	12656
4759	11494	12653
4760	11496	12650
4761	11497	12647
4762	11499	12643
4763	11500	12640
4764	11503	12637
4765	11505	12634
4766	11507	12632
4767	11509	12629
4768	11511	12626
4769	11513	12623
4770	11515	12620
4771	11517	12618
4772	11519	12615
4773	11522	12613
4774	11524	12610
4775	11525	12606
4776	11527	12603
4777	11529	12601
4778	11531	12598
4779	11533	12595
4780	11535	12592
4781	11537	12589
4782	11539	12586
4783	11541	12583
4784	11542	12579
4785	11549	12582
4786	11551	12579
4787	11554	12577
4788	11556	12574
4789	11558	12571
4790	11560	12568
4791	11562	12566
4792	11564	12563
4793	11566	12560
4794	11568	12557
4795	11570	12554
4796	11572	12551
4797	11573	12548
4798	11576	12545
4799	11577	12542
4800	11580	12540
4801	11582	12537
4802	11584	12534
4803	11586	12531
4804	11588	12528
4805	11590	12525
4806	11592	12523
4807	11594	12520
4808	11597	12518
4809	11599	12515
4810	11601	12512
4811	11603	12510
4812	11605	12507
4813	11607	12504
4814	11608	12500
4815	11610	12498
4816	11613	12495
4817	11615	12493
4818	11616	12489
4819	11618	12486
4820	11620	12483
4821	11622	12480
4822	11624	12477
4823	11625	12474
4824	11628	12471
4825	11629	12468
4826	11631	12465
4827	11634	12463
4828	11636	12460
4829	11638	12458
4830	11640	12455
4831	11642	12452
4832	11645	12450
4833	11647	12447
4834	11649	12445
4835	11652	12443
4836	11676	12463
4837	11677	12459
4838	11705	12484
4839	11708	12482
4840	11710	12480
4841	11713	12477
4842	11715	12475
4843	11717	12472
4844	11719	12469
4845	11733	12478
4846	11735	12476
4847	11736	12472
4848	11738	12470
4849	11740	12466
4850	11741	12463
4851	11743	12460
4852	11746	12458
4853	11748	12455
4854	11750	12452
4855	11753	12450
4856	11755	12447
4857	11758	12445
4858	11760	12442
4859	11762	12440
4860	11766	12439
4861	11768	12436
4862	11771	12434
4863	11773	12431
4864	11774	12428
4865	11777	12426
4866	11780	12424
4867	11784	12423
4868	11815	12451
4869	11818	12449
4870	11820	12446
4871	11821	12442
4872	11823	12439
4873	11825	12436
4874	11828	12434
4875	11830	12431
4876	11831	12428
4877	11833	12425
4878	11836	12423
4879	11838	12420
4880	11840	12417
4881	11843	12415
4882	11845	12413
4883	11847	12410
4884	11849	12407
4885	11851	12404
4886	11853	12401
4887	11856	12399
4888	11857	12395
4889	11859	12392
4890	11861	12390
4891	11863	12387
4892	11865	12384
4893	11868	12382
4894	11869	12378
4895	11871	12375
4896	11873	12372
4897	11875	12370
4898	11877	12367
4899	11880	12365
4900	11882	12362
4901	11884	12359
4902	11886	12357
4903	11888	12354
4904	11890	12351
4905	11892	12348
4906	11894	12345
4907	11897	12343
4908	11898	12339
4909	11900	12336
4910	11902	12333
4911	11903	12329
4912	11905	12327
4913	11907	12324
4914	11909	12321
4915	11911	12318
4916	11912	12314
4917	11914	12311
4918	11916	12308
4919	11918	12305
4920	11920	12303
4921	11923	12300
4922	11925	12298
4923	11926	12294
4924	11928	12292
4925	11931	12289
4926	11933	12287
4927	11935	12284
4928	11937	12281
4929	11939	12278
4930	11941	12275
4931	11942	12272
4932	11944	12269
4933	11946	12266
