iter	RMSE
1665	4332.483398
1666	4330.82237
1667	4329.286181
1668	4327.662763
1669	4325.673455
1670	4324.08962
1671	4322.464781
1672	4320.793945
1673	4319.207791
1674	4317.381354
1675	4315.609214
1676	4313.998983
1677	4312.19471
1678	4310.498676
1679	4309.004835
1680	4307.216181
1681	4305.431724
1682	4303.643165
1683	4301.803663
1684	4300.314794
1685	4298.588456
1686	4296.75326
1687	4294.729352
1688	4292.964519
1689	4291.334389
1690	4289.681294
1691	4287.904847
1692	4286.151289
1693	4284.441843
1694	4282.955163
1695	4281.310691
1696	4279.487611
1697	4277.684083
1698	4275.774897
1699	4274.148206
1700	4272.607832
1701	4270.818207
1702	4269.189283
1703	4267.505959
1704	4265.750439
1705	4264.219141
1706	4262.419266
1707	4260.910036
1708	4259.204616
1709	4257.471857
1710	4255.87911
1711	4254.557831
1712	4252.798248
1713	4251.056098
1714	4249.342961
1715	4247.61427
1716	4245.9176
1717	4244.493581
1718	4242.728319
1719	4241.248747
1720	4239.631326
1721	4237.900888
1722	4236.615965
1723	4234.691788
1724	4233.024435
1725	4231.16163
1726	4229.50013
1727	4227.742912
1728	4225.932335
1729	4224.478854
1730	4222.717918
1731	4220.936514
1732	4219.269033
1733	4217.588331
1734	4215.923412
1735	4214.269065
1736	4212.707604
1737	4211.069549
1738	4209.6227
1739	4208.316198
1740	4206.730755
1741	4205.174075
1742	4203.499097
1743	4201.75085
1744	4199.94348
1745	4198.306567
1746	4196.810379
1747	4195.350433
1748	4193.997268
1749	4192.22252
1750	4190.770359
1751	4189.406016
1752	4187.794168
1753	4185.864542
1754	4183.966784
1755	4182.430569
1756	4180.763025
1757	4178.964298
1758	4177.513625
1759	4175.967171
1760	4174.404101
1761	4172.806203
1762	4171.47902
1763	4170.082528
1764	4169.38322
1765	4167.709286
1766	4166.173987
1767	4164.726567
1768	4163.006505
1769	4161.408129
1770	4159.62472
1771	4157.98863
1772	4156.731425
1773	4155.083066
1774	4153.594446
1775	4151.730554
1776	4150.095766
1777	4148.697277
1778	4147.225353
1779	4145.682521
1780	4144.174204
1781	4142.281823
1782	4140.562855
1783	4139.200095
1784	4137.496145
1785	4136.033266
1786	4134.576566
1787	4133.142392
1788	4131.478588
1789	4130.044276
1790	4128.36836
1791	4126.899785
1792	4125.508273
1793	4124.022345
1794	4122.455658
1795	4120.816924
1796	4119.335532
1797	4117.796189
1798	4116.017773
1799	4114.484609
1800	4112.813579
1801	4111.361177
1802	4109.863608
1803	4108.324686
1804	4106.691492
1805	4105.148417
1806	4103.787273
1807	4102.029532
1808	4100.501646
1809	4099.136358
1810	4097.535676
1811	4096.051846
1812	4094.641838
1813	4093.346599
1814	4091.580741
1815	4089.841701
1816	4088.097336
1817	4086.763412
1818	4085.139301
1819	4083.527668
1820	4081.821005
1821	4080.123628
1822	4078.742137
1823	4077.074618
1824	4075.691948
1825	4074.185141
1826	4072.727313
1827	4071.409823
1828	4070.097942
1829	4068.614372
1830	4066.99662
1831	4065.51909
1832	4064.029786
1833	4062.474218
1834	4061.006258
1835	4059.552401
1836	4057.907948
1837	4056.40658
1838	4054.778148
1839	4052.943013
1840	4051.74475
1841	4050.108882
1842	4048.98414
1843	4047.536515
1844	4046.220657
1845	4044.61649
1846	4043.34385
1847	4041.94355
1848	4040.476176
1849	4038.930485
1850	4037.441847
1851	4035.942137
1852	4034.235675
1853	4032.572126
1854	4031.177263
1855	4029.849679
1856	4028.500461
1857	4027.358654
1858	4025.967001
1859	4024.832916
1860	4023.417313
1861	4022.070379
1862	4020.74685
1863	4019.06772
1864	4017.707991
1865	4016.2734
1866	4014.651332
1867	4013.267893
1868	4011.770306
1869	4010.38081
1870	4008.827427
1871	4007.279017
1872	4005.926786
1873	4004.175724
1874	4002.658828
1875	4001.047917
1876	3999.834952
1877	3999.012281
1878	3997.393241
1879	3995.79188
1880	3994.321141
1881	3992.822345
1882	3991.332747
1883	3989.933775
1884	3988.351427
1885	3986.786873
1886	3985.343508
1887	3983.811673
1888	3982.284286
1889	3980.99044
1890	3979.671605
1891	3978.254615
1892	3976.868751
1893	3975.225202
1894	3974.410631
1895	3972.867805
1896	3971.583064
1897	3969.916681
1898	3968.460186
1899	3966.991026
1900	3965.591088
1901	3964.139806
1902	3962.702736
1903	3961.249662
1904	3959.530177
1905	3958.223689
1906	3956.850533
1907	3955.527295
1908	3954.149756
1909	3952.661921
1910	3951.296562
1911	3949.639921
1912	3948.306273
1913	3947.000705
1914	3945.686029
1915	3944.393641
1916	3942.924703
1917	3941.289042
1918	3940.056013
1919	3938.344675
1920	3936.882166
1921	3935.91807
1922	3934.408918
1923	3933.062452
1924	3932.014974
1925	3930.70228
1926	3929.492447
1927	3927.897478
1928	3926.525048
1929	3925.491089
1930	3924.225381
1931	3922.917382
1932	3921.768597
1933	3920.37078
1934	3918.797286
1935	3917.276562
1936	3915.635023
1937	3914.038168
1938	3912.72689
1939	3911.536499
1940	3910.225327
1941	3908.998811
1942	3907.488736
1943	3906.063837
1944	3904.679665
1945	3903.408575
1946	3902.248566
1947	3900.730848
1948	3899.395252
1949	3897.904969
1950	3896.770663
1951	3895.571308
1952	3894.054641
1953	3892.812121
1954	3891.401031
1955	3889.969544
1956	3888.655207
1957	3887.514481
1958	3886.085298
1959	3884.628307
1960	3882.956904
1961	3881.731906
1962	3880.367453
1963	3878.910088
1964	3877.309618
1965	3876.239979
1966	3874.583753
1967	3873.189678
1968	3871.957247
1969	3870.572115
1970	3869.249202
1971	3867.723266
1972	3866.293524
1973	3864.878206
1974	3863.66496
1975	3862.335967
1976	3861.111005
1977	3859.640345
1978	3858.295737
1979	3856.796472
1980	3855.405362
1981	3854.02438
1982	3852.709621
1983	3851.139004
1984	3850.024795
1985	3848.556547
1986	3847.151704
1987	3845.99265
1988	3844.552142
1989	3843.397809
1990	3842.19525
1991	3840.900167
1992	3839.988057
1993	3838.43937
1994	3837.05014
1995	3835.744708
1996	3834.470867
1997	3832.98201
1998	3831.714176
1999	3830.49133
2000	3829.225843
2001	3827.658804
2002	3826.265408
2003	3824.70333
2004	3823.443171
2005	3821.955419
2006	3820.6354
2007	3819.357886
2008	3817.927302
2009	3816.738559
2010	3815.155419
2011	3813.855101
2012	3812.82186
2013	3811.609348
2014	3810.233975
2015	3809.017054
2016	3807.92473
2017	3806.782934
2018	3805.648855
2019	3804.447442
2020	3803.18004
2021	3801.65307
2022	3800.532876
2023	3799.096047
2024	3797.59125
2025	3797.146426
2026	3796.011811
2027	3794.736814
2028	3793.434283
2029	3792.191569
2030	3791.087624
2031	3789.690745
2032	3788.376441
2033	3787.191145
2034	3785.557321
2035	3784.40768
2036	3783.227868
2037	3781.921965
2038	3780.522516
2039	3779.437624
2040	3778.343133
2041	3776.922353
2042	3775.586272
2043	3774.439905
2044	3772.950085
2045	3771.542463
2046	3770.403945
2047	3769.236524
2048	3768.199256
2049	3766.924713
2050	3765.595756
2051	3764.115
2052	3762.655753
2053	3761.269941
2054	3760.193587
2055	3759.138164
2056	3757.823702
2057	3756.54809
2058	3755.320377
2059	3753.932366
2060	3752.508166
2061	3751.355718
2062	3749.932332
2063	3749.498819
2064	3748.241602
2065	3747.390465
2066	3746.82232
2067	3745.518458
2068	3744.181241
2069	3743.052639
2070	3741.913235
2071	3740.721575
2072	3739.437022
2073	3737.917891
2074	3737.007347
2075	3735.914054
2076	3734.624663
2077	3733.85567
2078	3732.793659
2079	3731.631401
2080	3730.50121
2081	3729.427174
2082	3728.057709
2083	3726.916081
2084	3725.568263
2085	3724.280897
2086	3723.276502
2087	3722.029172
2088	3720.890529
2089	3719.774525
2090	3718.554228
2091	3717.56725
2092	3716.359761
2093	3715.24414
2094	3713.900783
2095	3712.492925
2096	3711.452662
2097	3710.487069
2098	3709.170598
2099	3708.009083
2100	3706.61148
2101	3705.313378
2102	3703.808887
2103	3702.349079
2104	3701.414762
2105	3700.291921
2106	3699.438929
2107	3698.202081
2108	3696.996779
2109	3695.840843
2110	3694.393465
2111	3693.687504
2112	3692.441957
2113	3691.516722
2114	3690.203313
2115	3688.968881
2116	3687.769925
2117	3686.638945
2118	3685.703822
2119	3684.745946
2120	3683.574548
2121	3682.557749
2122	3681.579676
2123	3680.433062
2124	3679.324972
2125	3678.056017
2126	3676.868588
2127	3675.478244
2128	3674.263159
2129	3673.181255
2130	3671.842235
2131	3670.894462
2132	3669.794663
2133	3668.42408
2134	3667.639712
2135	3666.506431
2136	3665.420224
2137	3664.249566
2138	3662.990027
2139	3662.289767
2140	3661.199824
2141	3660.081382
2142	3659.343403
2143	3658.280554
2144	3657.553792
2145	3657.253286
2146	3656.844596
2147	3655.767625
2148	3654.574575
2149	3653.517878
2150	3652.502977
2151	3651.178961
2152	3650.09236
2153	3648.890017
2154	3647.765774
2155	3646.765678
2156	3645.499966
2157	3644.292227
2158	3643.201582
2159	3642.493638
2160	3641.577212
2161	3640.621423
2162	3639.304623
2163	3638.211486
2164	3636.933359
2165	3635.86508
2166	3634.685587
2167	3633.438698
2168	3633.039641
2169	3632.622121
2170	3631.519869
2171	3630.259958
2172	3629.033598
2173	3627.851837
2174	3626.894949
2175	3625.822772
2176	3624.79316
2177	3623.720536
2178	3622.562777
2179	3621.627636
2180	3620.615956
2181	3619.365065
2182	3618.363542
2183	3617.106087
2184	3616.189373
2185	3614.946831
2186	3614.313374
2187	3613.053346
2188	3611.771944
2189	3610.849587
2190	3609.574601
2191	3608.487575
2192	3607.179362
2193	3606.114682
2194	3604.964961
2195	3603.73323
2196	3602.581426
2197	3601.78009
2198	3600.610555
2199	3599.836132
2200	3598.730513
2201	3597.584577
2202	3596.533357
2203	3595.409899
2204	3594.379648
2205	3593.348964
2206	3592.753093
2207	3591.632789
2208	3590.528316
2209	3589.329949
2210	3588.273125
2211	3587.261786
2212	3586.25896
2213	3585.488939
2214	3584.496326
2215	3583.2984
2216	3582.168043
2217	3581.001333
2218	3580.02686
2219	3579.017787
2220	3577.976673
2221	3576.901359
2222	3576.172025
2223	3575.625855
2224	3574.554414
2225	3573.887301
2226	3572.758001
2227	3572.022106
2228	3571.236965
2229	3570.188931
2230	3569.189377
2231	3567.860119
2232	3566.650351
2233	3565.90836
2234	3564.598303
2235	3563.682352
2236	3562.542431
2237	3561.457425
2238	3560.360461
2239	3559.394812
2240	3558.258809
2241	3557.27963
2242	3556.107529
2243	3555.099738
2244	3554.122575
2245	3552.977956
2246	3551.877546
2247	3550.755513
2248	3549.801871
2249	3548.582057
2250	3547.448672
2251	3546.317252
2252	3545.372607
2253	3543.952917
2254	3542.926939
2255	3542.327915
2256	3541.394748
2257	3540.843883
2258	3539.853147
2259	3538.421677
2260	3537.434295
2261	3536.460079
2262	3536.185871
2263	3535.176398
2264	3534.205127
2265	3533.206853
2266	3531.986566
2267	3530.952053
2268	3529.929082
2269	3529.259878
2270	3528.215326
2271	3527.347649
2272	3526.304816
2273	3525.478239
2274	3524.508222
2275	3523.400959
2276	3522.171997
2277	3521.384696
2278	3520.342583
2279	3519.499307
2280	3518.272429
2281	3517.275141
2282	3516.342441
2283	3515.286139
2284	3514.395584
2285	3513.352886
2286	3512.880968
2287	3512.11218
2288	3511.867438
2289	3511.590853
2290	3510.635819
2291	3509.611967
2292	3508.589824
2293	3507.592458
2294	3506.49157
2295	3505.385803
2296	3504.378169
2297	3503.414226
2298	3502.400629
2299	3501.436002
2300	3500.555351
2301	3499.53601
2302	3499.139803
2303	3498.130616
2304	3497.023332
2305	3496.288976
2306	3495.371095
2307	3494.327345
2308	3493.204704
2309	3492.211769
2310	3491.182426
2311	3490.237422
2312	3489.248657
2313	3488.414976
2314	3487.677456
2315	3486.683271
2316	3485.721125
2317	3484.5876
2318	3483.538895
2319	3482.655851
2320	3481.895188
2321	3481.44422
2322	3480.633834
2323	3480.270341
2324	3479.425473
2325	3478.435205
2326	3477.229453
2327	3476.413936
2328	3475.603677
2329	3474.303331
2330	3473.371899
2331	3472.237145
2332	3471.069824
2333	3470.127941
2334	3468.983807
2335	3467.810285
2336	3466.996491
2337	3465.894497
2338	3465.316599
2339	3464.351596
2340	3463.390091
2341	3462.528443
2342	3461.678243
2343	3460.741324
2344	3459.901465
2345	3458.858315
2346	3457.824162
2347	3456.827828
2348	3456.452546
2349	3455.343443
2350	3454.257822
2351	3453.337615
2352	3452.318248
2353	3451.386081
2354	3450.288372
2355	3449.296096
2356	3448.337404
2357	3447.289864
2358	3446.601773
2359	3446.338281
2360	3445.50477
2361	3444.729359
2362	3443.718073
2363	3442.646443
2364	3441.753359
2365	3441.112134
2366	3440.217258
2367	3439.594594
2368	3438.552831
2369	3437.643558
2370	3436.626945
2371	3435.924742
2372	3435.510293
2373	3434.446022
2374	3433.531275
2375	3432.673744
2376	3431.74237
2377	3430.650004
2378	3429.701062
2379	3428.730744
2380	3427.801904
2381	3426.817197
2382	3425.731722
2383	3425.481184
2384	3424.720392
2385	3423.897094
2386	3423.035331
2387	3422.171489
2388	3421.613706
2389	3420.780127
2390	3420.403412
2391	3419.26632
2392	3418.492349
2393	3417.794487
2394	3417.467419
2395	3417.124957
2396	3416.219494
2397	3415.850393
2398	3415.188808
2399	3414.341942
2400	3413.949562
2401	3413.256195
2402	3412.210053
2403	3411.3725
2404	3410.669184
2405	3409.713971
2406	3408.462785
2407	3407.395635
2408	3406.306535
2409	3405.471993
2410	3404.374668
2411	3403.530158
2412	3403.130602
2413	3402.30954
2414	3401.905402
2415	3401.592246
2416	3400.791659
2417	3400.437889
2418	3399.533423
2419	3398.575078
2420	3397.438237
2421	3396.750631
2422	3395.743575
2423	3395.279335
2424	3394.297026
2425	3393.332636
2426	3392.557482
2427	3391.700216
2428	3390.851879
2429	3389.846318
2430	3388.998514
2431	3387.870535
2432	3386.899643
2433	3386.07789
2434	3385.206801
2435	3384.520179
2436	3383.630223
2437	3383.350288
2438	3382.390037
2439	3381.444466
2440	3380.393134
2441	3379.751135
2442	3378.770925
2443	3377.714334
2444	3376.994602
2445	3376.041623
2446	3374.930718
2447	3374.523668
2448	3373.624976
2449	3372.382774
2450	3372.101892
2451	3371.778759
2452	3371.007376
2453	3370.130657
2454	3368.982462
2455	3368.271345
2456	3367.331489
2457	3366.345773
2458	3365.798761
2459	3364.80038
2460	3363.928644
2461	3363.188916
2462	3362.249654
2463	3361.108562
2464	3360.723079
2465	3360.35318
2466	3359.961954
2467	3358.977751
2468	3358.098693
2469	3357.712747
2470	3356.768502
2471	3355.899838
2472	3354.941052
2473	3354.16146
2474	3353.421612
2475	3352.547118
2476	3351.479628
2477	3350.371029
2478	3349.543738
2479	3349.274598
2480	3348.394702
2481	3347.439743
2482	3347.126557
2483	3346.831911
2484	3345.851431
2485	3345.562436
2486	3344.902444
2487	3343.855577
2488	3342.975423
2489	3342.395429
2490	3341.936703
2491	3341.192082
2492	3340.377286
2493	3339.394003
2494	3338.734034
2495	3337.959987
2496	3337.135804
2497	3336.523601
2498	3335.768235
2499	3335.138802
2500	3334.749702
2501	3334.011859
2502	3333.450983
2503	3333.054707
2504	3332.082517
2505	3331.533531
2506	3331.193467
2507	3330.598813
2508	3330.138364
2509	3329.229309
2510	3328.323892
2511	3327.515779
2512	3326.845971
2513	3326.463009
2514	3325.787189
2515	3325.514375
2516	3324.67888
2517	3324.002958
2518	3323.643353
2519	3322.902377
2520	3321.95765
2521	3321.130631
2522	3320.310344
2523	3319.827383
2524	3319.106945
2525	3318.845582
2526	3318.093958
2527	3317.688995
2528	3317.363051
2529	3316.726944
2530	3316.252127
2531	3315.93794
2532	3315.309392
2533	3314.282854
2534	3314.019107
2535	3313.310876
2536	3312.506167
2537	3311.716456
2538	3310.819331
2539	3310.558
2540	3310.006917
2541	3309.031329
2542	3308.102881
2543	3307.472763
2544	3306.489368
2545	3305.657818
2546	3305.404431
2547	3304.693135
2548	3303.974079
2549	3303.585661
2550	3303.278224
2551	3302.561616
2552	3302.091947
2553	3301.7035
2554	3301.322919
2555	3300.80862
2556	3300.569738
2557	3299.866107
2558	3299.103428
2559	3298.028209
2560	3297.762106
2561	3297.192243
2562	3296.329687
2563	3295.540361
2564	3294.633504
2565	3294.226547
2566	3293.403948
2567	3293.130998
2568	3292.103583
2569	3291.691671
2570	3291.089365
2571	3290.27332
2572	3289.454846
2573	3288.546939
2574	3287.579672
2575	3287.314139
2576	3286.837543
2577	3286.403717
2578	3285.790753
2579	3284.939538
2580	3284.674662
2581	3283.778239
2582	3283.338603
2583	3282.515414
2584	3281.773651
2585	3281.168919
2586	3280.220737
2587	3279.341644
2588	3278.530613
2589	3278.306575
2590	3277.574785
2591	3277.215496
2592	3276.308002
2593	3275.326092
2594	3274.838035
2595	3274.516452
2596	3274.200163
2597	3273.834645
2598	3272.971858
2599	3272.029341
2600	3271.755027
2601	3270.89225
2602	3270.567876
2603	3270.199082
2604	3269.48991
2605	3268.60496
2606	3267.686897
2607	3266.658065
2608	3266.271587
2609	3265.948763
2610	3265.680944
2611	3264.71548
2612	3264.479431
2613	3264.123013
2614	3263.763503
2615	3263.532366
2616	3263.198941
2617	3262.300729
2618	3261.342666
2619	3260.58471
2620	3259.918976
2621	3259.508474
2622	3259.108233
2623	3258.2638
2624	3257.56317
2625	3256.985174
2626	3256.02074
2627	3255.162821
2628	3254.289249
2629	3253.475339
2630	3253.09634
2631	3252.497939
2632	3252.080985
2633	3251.202678
2634	3250.981242
2635	3250.615383
2636	3249.849505
2637	3249.092936
2638	3248.224445
2639	3247.364682
2640	3246.488137
2641	3245.702065
2642	3244.991678
2643	3244.379475
2644	3243.835993
2645	3243.487771
2646	3242.492094
2647	3241.69259
2648	3240.702833
2649	3239.894086
2650	3238.930857
2651	3238.583701
2652	3237.69153
2653	3237.233716
2654	3236.900006
2655	3236.520869
2656	3235.853901
2657	3235.573797
2658	3235.230967
2659	3234.911735
2660	3234.666472
2661	3233.970294
2662	3233.092293
2663	3232.212077
2664	3231.278031
2665	3230.511958
2666	3230.240534
2667	3229.511858
2668	3229.149196
2669	3228.315809
2670	3227.689785
2671	3226.799865
2672	3226.533166
2673	3225.531438
2674	3225.163342
2675	3224.484527
2676	3224.140569
2677	3223.237079
2678	3222.76471
2679	3221.92416
2680	3221.454999
2681	3220.597464
2682	3219.653721
2683	3219.324144
2684	3218.489014
2685	3217.671902
2686	3217.105785
2687	3216.541218
2688	3215.852763
2689	3215.074722
2690	3214.144838
2691	3213.361649
2692	3212.470151
2693	3211.444007
2694	3210.530528
2695	3210.196271
2696	3209.728915
2697	3209.349732
2698	3208.429385
2699	3207.987697
2700	3207.112827
2701	3206.773794
2702	3206.010412
2703	3205.700886
2704	3204.712709
2705	3204.399652
2706	3204.065905
2707	3203.15835
2708	3202.479866
2709	3202.242796
2710	3201.420155
2711	3200.761661
2712	3200.498159
2713	3199.657652
2714	3198.906474
2715	3198.019637
2716	3197.724405
2717	3197.344182
2718	3197.058388
2719	3196.150116
2720	3195.330823
2721	3195.077158
2722	3194.215211
2723	3193.665457
2724	3192.924446
2725	3192.045619
2726	3191.552154
2727	3190.678262
2728	3189.721485
2729	3189.469452
2730	3189.155647
2731	3188.904591
2732	3188.419707
2733	3187.880616
2734	3187.367041
2735	3186.811168
2736	3186.289856
2737	3185.613818
2738	3184.735159
2739	3184.382242
2740	3183.449746
2741	3183.226068
2742	3182.325253
2743	3181.869985
2744	3180.957544
2745	3180.299987
2746	3179.969329
2747	3179.703605
2748	3178.874601
2749	3178.589462
2750	3178.234413
2751	3177.52097
2752	3176.500021
2753	3175.71289
2754	3175.404017
2755	3175.046738
2756	3174.294364
2757	3173.973465
2758	3173.120136
2759	3172.435162
2760	3171.71293
2761	3171.369815
2762	3170.614802
2763	3170.304239
2764	3169.524953
2765	3169.050344
2766	3168.38386
2767	3167.515959
2768	3166.548497
2769	3165.79805
2770	3164.927949
2771	3164.689271
2772	3163.759356
2773	3163.4169
2774	3163.168774
2775	3162.303332
2776	3162.047361
2777	3161.10651
2778	3160.824485
2779	3160.563161
2780	3160.024378
2781	3159.242821
2782	3158.333324
2783	3157.733114
2784	3156.912682
2785	3156.301177
2786	3155.668302
2787	3154.957105
2788	3154.280336
2789	3153.599153
2790	3152.770818
2791	3151.834401
2792	3151.109636
2793	3150.840144
2794	3150.520922
2795	3149.827109
2796	3149.462265
2797	3148.841078
2798	3148.433904
2799	3147.760298
2800	3147.409009
2801	3146.554559
2802	3146.213193
2803	3145.878428
2804	3145.190419
2805	3144.244712
2806	3143.455931
2807	3142.590212
2808	3142.048601
2809	3141.309795
2810	3140.947669
2811	3140.019792
2812	3139.061604
2813	3138.672886
2814	3138.458294
2815	3137.783183
2816	3136.874886
2817	3136.202957
2818	3135.94818
2819	3135.410091
2820	3135.192339
2821	3134.783239
2822	3133.8851
2823	3133.671411
2824	3133.153497
2825	3132.608042
2826	3131.773215
2827	3131.459517
2828	3130.76918
2829	3130.247009
2830	3129.455273
2831	3128.706428
2832	3127.865765
2833	3127.066411
2834	3126.677267
2835	3126.322287
2836	3125.756511
2837	3124.96317
2838	3124.684248
2839	3124.392192
2840	3123.572588
2841	3122.890224
2842	3122.270981
2843	3121.888553
2844	3121.48173
2845	3120.93672
2846	3120.662951
2847	3120.000556
2848	3119.161053
2849	3118.843162
2850	3118.244904
2851	3117.929931
2852	3117.704324
2853	3117.403899
2854	3116.899491
2855	3116.677773
2856	3115.919959
2857	3115.61986
2858	3114.958336
2859	3114.446913
2860	3113.695816
2861	3113.073022
2862	3112.434633
2863	3111.724837
2864	3110.987567
2865	3110.26711
2866	3110.061703
2867	3109.694088
2868	3108.972564
2869	3108.310547
2870	3107.626942
2871	3107.25007
2872	3106.427301
2873	3106.211254
2874	3105.597809
2875	3105.255291
2876	3104.745574
2877	3104.087844
2878	3103.882622
2879	3103.136057
2880	3102.277516
2881	3101.492896
2882	3100.698668
2883	3100.13507
2884	3099.626025
2885	3098.926698
2886	3098.18465
2887	3097.912142
2888	3097.670153
2889	3097.425305
2890	3096.689143
2891	3096.208062
2892	3095.696397
2893	3095.106845
2894	3094.413377
2895	3093.623565
2896	3093.42107
2897	3093.015116
2898	3092.51885
2899	3091.985867
2900	3091.521573
2901	3091.279531
2902	3090.946079
2903	3090.628366
2904	3090.273887
2905	3089.984456
2906	3089.250783
2907	3088.616864
2908	3088.356916
2909	3088.012954
2910	3087.525521
2911	3087.130408
2912	3086.871977
2913	3086.670794
2914	3086.438473
2915	3085.679816
2916	3085.436775
2917	3085.133355
2918	3084.923575
2919	3084.444782
2920	3083.724918
2921	3083.45168
2922	3083.136043
2923	3082.767983
2924	3082.545024
2925	3082.295768
2926	3081.508099
2927	3081.229647
2928	3081.017018
2929	3080.193543
2930	3079.926267
2931	3079.552478
2932	3079.320163
2933	3078.680761
2934	3078.411257
2935	3078.147189
2936	3077.446719
2937	3076.700861
2938	3076.154883
2939	3075.58727
2940	3074.838641
2941	3074.610035
2942	3073.804885
2943	3073.192
2944	3072.688707
2945	3072.422716
2946	3071.836497
2947	3071.087901
2948	3070.850397
2949	3070.566649
2950	3069.702532
2951	3069.09497
2952	3068.439247
2953	3067.658165
2954	3067.037406
2955	3066.627447
2956	3066.249947
2957	3065.829156
2958	3065.056359
2959	3064.427212
2960	3064.014639
2961	3063.629522
2962	3063.270915
2963	3062.604052
2964	3061.827346
2965	3061.601762
2966	3061.182333
2967	3060.948298
2968	3060.490831
2969	3060.235208
2970	3059.882669
2971	3059.083442
2972	3058.455365
2973	3057.681361
2974	3057.401653
2975	3057.15637
2976	3056.921727
2977	3056.691987
2978	3056.474359
2979	3056.245071
2980	3055.940469
2981	3055.632042
2982	3054.951398
2983	3054.716859
2984	3053.929681
2985	3053.577823
2986	3053.361283
2987	3053.149333
2988	3052.844328
2989	3052.266627
2990	3051.636732
2991	3050.95528
2992	3050.725573
2993	3050.017754
2994	3049.795616
2995	3049.276292
2996	3048.577072
2997	3048.21696
2998	3047.927011
2999	3047.630991
3000	3047.303857
3001	3046.775357
3002	3046.555625
3003	3046.039095
3004	3045.315443
3005	3045.000129
3006	3044.767909
3007	3044.43041
3008	3044.1997
3009	3043.966948
3010	3043.466961
3011	3043.210381
3012	3042.527942
3013	3042.291932
3014	3042.05964
3015	3041.832011
3016	3041.599502
3017	3041.271326
3018	3040.953824
3019	3040.34649
3020	3040.119369
3021	3039.436924
3022	3039.183013
3023	3038.80182
3024	3038.595765
3025	3038.157559
3026	3037.479439
3027	3037.203171
3028	3036.971958
3029	3036.575495
3030	3036.370978
3031	3036.012013
3032	3035.321697
3033	3035.12128
3034	3034.334034
3035	3033.962362
3036	3033.757932
3037	3033.294398
3038	3032.449438
3039	3031.707467
3040	3031.471647
3041	3031.089765
3042	3030.464426
3043	3030.114487
3044	3029.380412
3045	3029.077815
3046	3028.813685
3047	3027.927243
3048	3027.21575
3049	3026.412992
3050	3026.209903
3051	3025.521364
3052	3024.754337
3053	3024.432911
3054	3023.774388
3055	3023.059725
3056	3022.516388
3057	3021.874625
3058	3021.350721
3059	3021.106327
3060	3020.771864
3061	3020.08919
3062	3019.517892
3063	3018.874107
3064	3018.13696
3065	3017.845691
3066	3017.298986
3067	3016.808661
3068	3016.505174
3069	3016.183763
3070	3015.966956
3071	3015.26011
3072	3015.062733
3073	3014.672271
3074	3014.447367
3075	3014.004318
3076	3013.732634
3077	3013.505072
3078	3013.172387
3079	3012.938722
3080	3012.658955
3081	3012.431866
3082	3011.958045
3083	3011.404652
3084	3011.214087
3085	3010.885764
3086	3010.521789
3087	3010.310778
3088	3009.915867
3089	3009.42732
3090	3009.124211
3091	3008.778409
3092	3008.582469
3093	3008.305676
3094	3007.786284
3095	3007.152216
3096	3006.770719
3097	3005.973555
3098	3005.303649
3099	3005.07893
3100	3004.525429
3101	3004.318166
3102	3004.033576
3103	3003.611524
3104	3003.28484
3105	3002.861208
3106	3002.517359
3107	3002.268362
3108	3001.8089
3109	3001.297656
3110	3001.046352
3111	3000.828931
3112	3000.482856
3113	2999.803239
3114	2999.581157
3115	2999.369949
3116	2998.646723
3117	2998.155047
3118	2997.941288
3119	2997.611714
3120	2996.785571
3121	2995.967734
3122	2995.280903
3123	2994.602645
3124	2994.320725
3125	2993.99134
3126	2993.792271
3127	2993.035701
3128	2992.338759
3129	2992.040939
3130	2991.655399
3131	2991.213825
3132	2990.496334
3133	2990.214538
3134	2989.834287
3135	2989.124954
3136	2988.435054
3137	2988.118498
3138	2987.928096
3139	2987.146301
3140	2986.866958
3141	2986.326843
3142	2986.004384
3143	2985.692535
3144	2984.929726
3145	2984.118102
3146	2983.698157
3147	2983.434552
3148	2982.788782
3149	2982.107971
3150	2981.922996
3151	2981.735204
3152	2981.077069
3153	2980.279486
3154	2979.47111
3155	2978.744944
3156	2978.326016
3157	2978.06773
3158	2977.845763
3159	2977.632575
3160	2976.967526
3161	2976.667061
3162	2976.353678
3163	2975.766147
3164	2975.245158
3165	2975.024095
3166	2974.170412
3167	2973.745479
3168	2973.485111
3169	2973.190181
3170	2972.975856
3171	2972.084183
3172	2971.360824
3173	2970.966367
3174	2970.752171
3175	2970.164899
3176	2969.916686
3177	2969.716788
3178	2969.266223
3179	2968.834432
3180	2968.230589
3181	2968.018258
3182	2967.705704
3183	2967.486616
3184	2967.296253
3185	2966.711934
3186	2966.174958
3187	2965.467986
3188	2964.871864
3189	2964.632101
3190	2964.442426
3191	2963.868239
3192	2963.533673
3193	2962.849568
3194	2962.604114
3195	2962.39561
3196	2962.112768
3197	2961.493891
3198	2961.188851
3199	2960.448686
3200	2960.157324
3201	2959.595056
3202	2959.333384
3203	2959.122853
3204	2958.918123
3205	2958.255449
3206	2957.849967
3207	2957.536149
3208	2957.341987
3209	2956.914196
3210	2956.632177
3211	2955.962605
3212	2955.266118
3213	2954.84645
3214	2954.533137
3215	2954.246132
3216	2953.821824
3217	2953.302564
3218	2952.617255
3219	2952.317559
