iter	RMSE
272	8887.060336
273	8881.494156
274	8876.197825
275	8870.655083
276	8865.111112
277	8859.703009
278	8854.832708
279	8849.494732
280	8844.040956
281	8839.107658
282	8833.882331
283	8828.708279
284	8823.421647
285	8818.401752
286	8812.708719
287	8806.704072
288	8801.146541
289	8795.555593
290	8789.94075
291	8784.434403
292	8778.658587
293	8772.80293
294	8767.242926
295	8761.890245
296	8756.265482
297	8750.750607
298	8745.280991
299	8739.650249
300	8734.385525
301	8729.05311
302	8723.470937
303	8718.518382
304	8713.009198
305	8707.382681
306	8701.989275
307	8697.489414
308	8692.188979
309	8687.782129
310	8682.07213
311	8676.661526
312	8671.031925
313	8666.016006
314	8660.472357
315	8655.541075
316	8650.820823
317	8645.095239
318	8639.977171
319	8634.34831
320	8628.969379
321	8623.446256
322	8618.08655
323	8612.552866
324	8607.042432
325	8601.850167
326	8596.459553
327	8591.317439
328	8586.571262
329	8580.974064
330	8575.782676
331	8569.977535
332	8564.429313
333	8559.467502
334	8554.698654
335	8550.642264
336	8545.255997
337	8540.00096
338	8534.253785
339	8528.888597
340	8523.131876
341	8517.535535
342	8512.179588
343	8506.752767
344	8501.375202
345	8496.047192
346	8491.033909
347	8485.690999
348	8480.444404
349	8475.802911
350	8470.32847
351	8464.791181
352	8459.477484
353	8454.00054
354	8448.292669
355	8443.020851
356	8437.476876
357	8431.942994
358	8426.599277
359	8421.484352
360	8416.282696
361	8411.089842
362	8406.508362
363	8401.296755
364	8395.94244
365	8390.611207
366	8385.321517
367	8380.075288
368	8374.838211
369	8369.604187
370	8364.363874
371	8359.330852
372	8353.889713
373	8348.876919
374	8343.570733
375	8338.184772
376	8332.645635
377	8327.463113
378	8322.908261
379	8317.882404
380	8312.476615
381	8307.316207
382	8302.447811
383	8297.335957
384	8291.888488
385	8287.196545
386	8282.105447
387	8276.760803
388	8271.569921
389	8266.418138
390	8261.55871
391	8257.087251
392	8252.035063
393	8247.487408
394	8242.306831
395	8237.720168
396	8233.257894
397	8228.263508
398	8223.29599
399	8218.562294
400	8214.4586
401	8210.551194
402	8205.998169
403	8201.179555
404	8196.811743
405	8191.878138
406	8186.856702
407	8181.97692
408	8177.268367
409	8172.418298
410	8167.651268
411	8162.54275
412	8157.53219
413	8152.631552
414	8147.555644
415	8142.655822
416	8137.915401
417	8132.910758
418	8128.887289
419	8123.844294
420	8119.582827
421	8114.597211
422	8109.431138
423	8104.503303
424	8100.022272
425	8095.880006
426	8091.151518
427	8085.972064
428	8081.015131
429	8076.193228
430	8071.251488
431	8066.263058
432	8061.519875
433	8057.074169
434	8052.323918
435	8047.681847
436	8042.59833
437	8037.465148
438	8032.618548
439	8027.645906
440	8022.447497
441	8017.21888
442	8012.64016
443	8007.663858
444	8002.52838
445	7997.365886
446	7992.27697
447	7987.478489
448	7982.449845
449	7977.504994
450	7973.091884
451	7968.210537
452	7963.515423
453	7959.412597
454	7954.327596
455	7949.35961
456	7944.453105
457	7940.044223
458	7935.167088
459	7930.234456
460	7925.403663
461	7921.392857
462	7917.02647
463	7912.073329
464	7907.129255
465	7902.965739
466	7898.806773
467	7894.47402
468	7889.595053
469	7884.771939
470	7880.249544
471	7875.56281
472	7870.602855
473	7865.690592
474	7860.740659
475	7856.25448
476	7851.406421
477	7847.097447
478	7842.187366
479	7837.579496
480	7833.305229
481	7828.978182
482	7824.257381
483	7819.974933
484	7815.38759
485	7810.527667
486	7805.587523
487	7800.944222
488	7796.180767
489	7791.483713
490	7786.682473
491	7781.954769
492	7777.051871
493	7772.264279
494	7767.665929
495	7763.386514
496	7758.756724
497	7754.211855
498	7749.654606
499	7744.735391
500	7740.50039
501	7735.685802
502	7731.612568
503	7726.835933
504	7721.977578
505	7717.660621
506	7713.253137
507	7708.735658
508	7704.224117
509	7699.190568
510	7694.464926
511	7689.894171
512	7685.428487
513	7680.896969
514	7676.099811
515	7671.138592
516	7666.498191
517	7662.089416
518	7658.561141
519	7654.411266
520	7649.674072
521	7645.087554
522	7640.666626
523	7635.877176
524	7631.10595
525	7626.666902
526	7622.219201
527	7617.623338
528	7612.988777
529	7608.342851
530	7603.603032
531	7598.893983
532	7594.29641
533	7589.853894
534	7585.145857
535	7580.470056
536	7576.239007
537	7571.925045
538	7567.348987
539	7562.574958
540	7557.963572
541	7553.885488
542	7549.038826
543	7544.993558
544	7540.704233
545	7536.441579
546	7531.561188
547	7527.451134
548	7522.733851
549	7518.179954
550	7513.6387
551	7509.15688
552	7505.541688
553	7500.751897
554	7496.015129
555	7491.454969
556	7487.130998
557	7483.165665
558	7478.562733
559	7474.231952
560	7469.523475
561	7464.919861
562	7460.346875
563	7456.197068
564	7451.60518
565	7447.13326
566	7442.8332
567	7438.560371
568	7434.883022
569	7430.362589
570	7426.054708
571	7421.795793
572	7417.435053
573	7412.839862
574	7408.231595
575	7403.700631
576	7399.228389
577	7395.075227
578	7390.473266
579	7385.889724
580	7381.558619
581	7377.66387
582	7373.261501
583	7368.664211
584	7364.032547
585	7359.994306
586	7355.81472
587	7351.589753
588	7347.001285
589	7342.931792
590	7338.54563
591	7334.069904
592	7330.226157
593	7326.36317
594	7321.941775
595	7317.575221
596	7313.174019
597	7309.282589
598	7305.453451
599	7301.00744
600	7296.923387
601	7292.565544
602	7288.20262
603	7283.654724
604	7279.708683
605	7275.831467
606	7271.369509
607	7267.365206
608	7263.142404
609	7258.647879
610	7254.749707
611	7250.341732
612	7246.100438
613	7242.110736
614	7238.039262
615	7234.012776
616	7230.234788
617	7226.113542
618	7221.979097
619	7217.674676
620	7213.759142
621	7209.206857
622	7204.852248
623	7200.590414
624	7196.782881
625	7192.688165
626	7188.763678
627	7184.625634
628	7180.654075
629	7176.601245
630	7172.365987
631	7167.952527
632	7164.020548
633	7159.675605
634	7155.62426
635	7151.799207
636	7147.968037
637	7143.883277
638	7139.513297
639	7136.023434
640	7131.655557
641	7127.785743
642	7123.802547
643	7119.778142
644	7115.891645
645	7112.085878
646	7108.088011
647	7104.059015
648	7099.714477
649	7095.597308
650	7091.349244
651	7087.465963
652	7083.733239
653	7079.706619
654	7076.206606
655	7072.132997
656	7068.515632
657	7064.228683
658	7059.78329
659	7055.589185
660	7051.306351
661	7046.979198
662	7042.976052
663	7038.748056
664	7035.432325
665	7031.61038
666	7027.456536
667	7023.357185
668	7019.427293
669	7015.212177
670	7011.48063
671	7008.019379
672	7004.261559
673	7000.894345
674	6997.709151
675	6993.729278
676	6989.594532
677	6985.455001
678	6981.815075
679	6977.564939
680	6973.469936
681	6969.373132
682	6965.374038
683	6961.449542
684	6957.816386
685	6954.433133
686	6950.556188
687	6946.374879
688	6942.394956
689	6938.338445
690	6934.111546
691	6930.036142
692	6925.930429
693	6922.298563
694	6918.173864
695	6914.04726
696	6910.089276
697	6905.800329
698	6901.860274
699	6897.761216
700	6893.806123
701	6890.283615
702	6886.13439
703	6882.120915
704	6878.400066
705	6874.282493
706	6870.123035
707	6865.937329
708	6862.642235
709	6858.79593
710	6855.500141
711	6851.901078
712	6848.087225
713	6844.737669
714	6841.044417
715	6837.576876
716	6833.484802
717	6830.078391
718	6826.371983
719	6822.9171
720	6819.008985
721	6815.261578
722	6811.341234
723	6807.36727
724	6803.211148
725	6799.952033
726	6795.889326
727	6791.917351
728	6788.34666
729	6784.862841
730	6780.87919
731	6777.363846
732	6773.479922
733	6769.617918
734	6765.848709
735	6762.073488
736	6758.430614
737	6754.466714
738	6750.613469
739	6746.690374
740	6742.951283
741	6739.310985
742	6735.516604
743	6731.783404
744	6728.202097
745	6724.598785
746	6720.908351
747	6716.926118
748	6712.832872
749	6708.990178
750	6705.426854
751	6701.541715
752	6697.783952
753	6693.983874
754	6690.645398
755	6686.800396
756	6683.07835
757	6679.105558
758	6675.252824
759	6671.377503
760	6667.559156
761	6663.826198
762	6660.203829
763	6656.206795
764	6652.496195
765	6648.697618
766	6644.772618
767	6641.377005
768	6637.603577
769	6633.930676
770	6630.015706
771	6626.231076
772	6622.734665
773	6619.043183
774	6615.364267
775	6612.056125
776	6608.282257
777	6604.839571
778	6601.228134
779	6597.88967
780	6594.469657
781	6590.55962
782	6587.253232
783	6583.505415
784	6579.660678
785	6576.340921
786	6572.548554
787	6569.569582
788	6565.834317
789	6561.842041
790	6557.871048
791	6554.228984
792	6550.556202
793	6547.054121
794	6543.381043
795	6539.712296
796	6536.233477
797	6532.677216
798	6528.902787
799	6525.310193
800	6521.640669
801	6518.077774
802	6514.749072
803	6511.082228
804	6507.663074
805	6504.1964
806	6500.609998
807	6496.891151
808	6493.075637
809	6489.414831
810	6485.790385
811	6482.48574
812	6479.069042
813	6475.205197
814	6471.362688
815	6467.832953
816	6464.127033
817	6460.628424
818	6457.002838
819	6453.84709
820	6450.520592
821	6447.524358
822	6444.210446
823	6440.692021
824	6437.081954
825	6433.505387
826	6429.725676
827	6426.462384
828	6423.488305
829	6420.056824
830	6416.526668
831	6413.08724
832	6409.423211
833	6405.847743
834	6402.420649
835	6399.014323
836	6395.278777
837	6391.586716
838	6388.569017
839	6385.463667
840	6381.757958
841	6378.291133
842	6374.640595
843	6371.510668
844	6367.86612
845	6364.84371
846	6361.336812
847	6358.255189
848	6354.637001
849	6350.854317
850	6347.382552
851	6343.66466
852	6340.049342
853	6336.446164
854	6332.703558
855	6329.03783
856	6325.388003
857	6321.763373
858	6318.446304
859	6315.194316
860	6311.717099
861	6308.167738
862	6304.688586
863	6301.11345
864	6297.727669
865	6294.36439
866	6290.852523
867	6287.524733
868	6284.044414
869	6281.00022
870	6277.676083
871	6274.093964
872	6270.562032
873	6266.942251
874	6263.650282
875	6260.056924
876	6256.737374
877	6253.602681
878	6250.157755
879	6246.668784
880	6243.721928
881	6240.540718
882	6237.443819
883	6233.960473
884	6230.773832
885	6227.332676
886	6223.74619
887	6220.419179
888	6217.084474
889	6213.581857
890	6210.252801
891	6206.819378
892	6203.949575
893	6200.281023
894	6197.000964
895	6193.764848
896	6190.437716
897	6187.050338
898	6183.502837
899	6180.359283
900	6177.355358
901	6174.373391
902	6171.001998
903	6168.045813
904	6164.559423
905	6161.228704
906	6157.981609
907	6154.86
908	6151.598049
909	6148.115125
910	6144.487262
911	6140.99378
912	6137.435671
913	6134.152381
914	6130.733976
915	6127.952165
916	6124.937672
917	6121.949994
918	6118.446048
919	6115.303346
920	6111.865593
921	6108.650494
922	6105.540058
923	6102.191713
924	6098.993389
925	6096.357524
926	6093.60257
927	6090.543388
928	6087.436448
929	6084.233631
930	6081.01459
931	6077.612786
932	6074.364514
933	6071.199479
934	6068.228197
935	6065.211936
936	6061.810004
937	6058.971708
938	6055.60047
939	6052.443347
940	6049.384236
941	6046.210411
942	6043.228033
943	6040.18884
944	6037.274949
945	6034.14608
946	6030.945811
947	6027.788131
948	6024.708308
949	6021.899465
950	6019.009039
951	6015.810753
952	6012.560528
953	6009.113487
954	6005.875928
955	6002.625994
956	5999.762207
957	5996.421104
958	5993.170362
959	5990.128786
960	5986.935776
961	5983.641888
962	5980.469152
963	5977.537507
964	5974.266689
965	5971.583285
966	5968.276631
967	5965.218532
968	5961.92266
969	5958.709545
970	5955.902238
971	5952.680769
972	5949.789113
973	5946.677093
974	5943.742695
975	5940.856814
976	5937.916183
977	5934.717823
978	5931.94279
979	5928.867063
980	5925.867836
981	5923.016356
982	5919.97458
983	5917.052756
984	5914.009037
985	5910.800859
986	5907.918919
987	5904.767166
988	5901.651692
989	5898.850222
990	5896.153514
991	5893.278843
992	5889.887862
993	5887.147564
994	5884.128248
995	5880.902728
996	5877.792823
997	5874.93652
998	5872.202181
999	5869.286454
1000	5866.832274
1001	5863.808434
1002	5861.117791
1003	5858.487202
1004	5855.389985
1005	5852.389203
1006	5849.570425
1007	5846.6404
1008	5843.652627
1009	5840.507517
1010	5837.723121
1011	5834.657812
1012	5831.351848
1013	5828.156858
1014	5825.358662
1015	5822.769883
1016	5819.872984
1017	5816.794813
1018	5814.190928
1019	5811.135075
1020	5808.472241
1021	5805.620659
1022	5802.718172
1023	5799.783821
1024	5797.064956
1025	5794.073309
1026	5791.093147
1027	5788.502481
1028	5786.034354
1029	5783.269223
1030	5780.304192
1031	5777.141808
1032	5774.178127
1033	5770.939969
1034	5768.03555
1035	5765.312449
1036	5762.384061
1037	5759.332988
1038	5756.69965
1039	5753.691976
1040	5750.415008
1041	5747.61489
1042	5744.575701
1043	5741.619548
1044	5738.649112
1045	5735.613261
1046	5732.78964
1047	5730.170318
1048	5727.025683
1049	5724.127771
1050	5721.067608
1051	5718.131325
1052	5715.404089
1053	5712.647437
1054	5709.684041
1055	5707.07316
1056	5704.116353
1057	5701.143498
1058	5698.052292
1059	5695.47198
1060	5692.924827
1061	5690.018969
1062	5687.477565
1063	5684.719444
1064	5681.797424
1065	5678.910298
1066	5676.104628
1067	5673.328767
1068	5670.314121
1069	5667.277054
1070	5664.132291
1071	5661.460354
1072	5658.44515
1073	5655.675866
1074	5653.149314
1075	5650.423893
1076	5647.334576
1077	5644.601556
1078	5641.595229
1079	5639.203409
1080	5637.124931
1081	5634.830481
1082	5631.839333
1083	5629.093176
1084	5626.503275
1085	5623.689989
1086	5621.184343
1087	5618.614195
1088	5615.848491
1089	5613.031763
1090	5610.110648
1091	5607.58864
1092	5604.884008
1093	5601.788166
1094	5599.152854
1095	5596.476419
1096	5593.3877
1097	5590.912545
1098	5588.125762
1099	5585.146456
1100	5582.53834
1101	5579.825897
1102	5576.993927
1103	5574.279227
1104	5571.300763
1105	5568.442948
1106	5565.73027
1107	5563.055442
1108	5560.247621
1109	5557.368761
1110	5554.644497
1111	5551.92502
1112	5549.148766
1113	5546.409071
1114	5544.052358
1115	5541.522595
1116	5538.911808
1117	5536.388102
1118	5533.428007
1119	5530.426539
1120	5527.939768
1121	5525.050738
1122	5522.281945
1123	5519.625891
1124	5517.060472
1125	5514.388214
1126	5511.805119
1127	5509.260022
1128	5506.703018
1129	5503.699584
1130	5501.166735
1131	5498.15408
1132	5495.515025
1133	5493.000378
1134	5490.300117
1135	5487.887417
1136	5485.102938
1137	5482.307129
1138	5479.672647
1139	5477.049989
1140	5474.168386
1141	5471.725913
1142	5469.0615
1143	5466.180847
1144	5463.526947
1145	5461.030175
1146	5458.284621
1147	5455.5642
1148	5452.872989
1149	5449.855118
1150	5447.575359
1151	5445.281175
1152	5442.648694
1153	5440.083869
1154	5437.553518
1155	5434.767864
1156	5432.79588
1157	5430.558959
1158	5427.997942
1159	5425.410427
1160	5422.906655
1161	5420.407252
1162	5417.868644
1163	5415.333257
1164	5412.628144
1165	5410.037555
1166	5407.522973
1167	5404.682942
1168	5401.934358
1169	5399.578497
1170	5396.676135
1171	5393.800845
1172	5391.122374
1173	5388.968226
1174	5386.217423
1175	5383.756834
1176	5380.996234
1177	5378.366875
1178	5375.823085
1179	5373.078339
1180	5370.735157
1181	5368.337136
1182	5365.422237
1183	5362.540803
1184	5360.018547
1185	5357.337529
1186	5355.094782
1187	5352.810464
1188	5350.416218
1189	5347.541892
1190	5344.951999
1191	5342.534376
1192	5339.90352
1193	5337.389069
1194	5334.9186
1195	5332.354141
1196	5329.624553
1197	5327.218485
1198	5324.874948
1199	5322.258647
1200	5319.765646
1201	5317.15955
1202	5314.963112
1203	5312.144873
1204	5309.516332
1205	5306.984367
1206	5304.769609
1207	5302.595858
1208	5299.956459
1209	5297.709797
1210	5295.126341
1211	5292.782347
1212	5290.180546
1213	5287.581225
1214	5285.001792
1215	5282.22741
1216	5279.698922
1217	5276.929228
1218	5274.260236
1219	5271.618098
1220	5269.177577
1221	5266.646175
1222	5264.020602
1223	5261.272966
1224	5258.905243
1225	5256.271099
1226	5253.49339
1227	5251.042917
1228	5248.988646
1229	5246.662841
1230	5243.941576
1231	5241.50798
1232	5239.582908
1233	5236.934638
1234	5234.152913
1235	5231.660421
1236	5228.879476
1237	5226.536682
1238	5223.790491
1239	5221.530532
1240	5219.180768
1241	5216.744503
1242	5214.424074
1243	5211.654845
1244	5209.453662
1245	5206.822459
1246	5204.515084
1247	5201.824105
1248	5199.554235
1249	5196.859016
1250	5194.225499
1251	5191.821125
1252	5189.389026
1253	5187.074502
1254	5184.586439
1255	5182.010859
1256	5179.490529
1257	5177.212371
1258	5175.093698
1259	5172.957333
1260	5170.674681
1261	5168.297571
1262	5166.050892
1263	5163.650897
1264	5161.010331
1265	5158.598198
1266	5155.798125
1267	5153.381654
1268	5150.941503
1269	5148.874808
1270	5146.384641
1271	5144.190672
1272	5141.501329
1273	5138.987532
1274	5136.510602
1275	5134.013217
1276	5131.591561
1277	5129.287528
1278	5126.903435
1279	5124.609297
1280	5122.100949
1281	5119.614953
1282	5117.579117
1283	5115.115763
1284	5112.518563
1285	5110.172226
1286	5107.51659
1287	5105.133712
1288	5102.57103
1289	5100.209562
1290	5097.841095
1291	5095.524973
1292	5092.939452
1293	5090.327761
1294	5087.948214
1295	5085.545237
1296	5083.317849
1297	5080.960458
1298	5078.784384
1299	5076.123424
1300	5073.881873
1301	5071.728961
1302	5069.981322
1303	5067.408461
1304	5064.97387
1305	5062.680378
1306	5059.979363
1307	5057.550584
1308	5055.206157
1309	5052.638984
1310	5050.231586
1311	5047.756502
1312	5045.364484
1313	5043.028177
1314	5040.447963
1315	5038.505935
1316	5036.199998
1317	5033.751734
1318	5031.331959
1319	5028.971519
1320	5026.421268
1321	5024.281598
1322	5022.057847
1323	5019.761075
1324	5017.651774
1325	5015.362339
1326	5012.818584
1327	5010.838821
1328	5008.288488
1329	5005.922043
1330	5003.799933
1331	5001.524959
1332	4999.357973
1333	4997.059672
1334	4994.74602
1335	4992.265117
1336	4989.896897
1337	4987.550498
1338	4985.561428
1339	4983.137204
1340	4980.750288
1341	4978.489225
1342	4976.135559
1343	4973.800514
1344	4971.576026
1345	4969.160519
1346	4966.965175
1347	4964.507708
1348	4962.23454
1349	4959.746262
1350	4957.118643
1351	4954.605204
1352	4952.347347
1353	4950.0508
1354	4947.976672
1355	4945.601925
1356	4943.3683
1357	4941.446682
1358	4939.177641
1359	4936.972983
1360	4934.773176
1361	4932.330957
1362	4930.10493
1363	4928.378691
1364	4926.108578
1365	4923.763175
1366	4921.467846
1367	4919.326396
1368	4917.136204
1369	4914.857376
1370	4912.478996
1371	4910.231953
1372	4908.124712
1373	4905.683835
1374	4903.380226
1375	4901.337311
1376	4899.618147
1377	4897.191269
1378	4895.091802
1379	4892.600843
1380	4890.339491
1381	4888.216157
1382	4885.704857
1383	4883.631827
1384	4881.658935
1385	4879.581374
1386	4877.346225
1387	4875.048557
1388	4872.870415
1389	4870.626129
1390	4868.312866
1391	4866.381169
1392	4864.238228
1393	4862.150517
1394	4859.874261
1395	4857.860654
1396	4855.685917
1397	4853.456718
1398	4851.158055
1399	4849.151245
1400	4847.229251
1401	4844.943745
1402	4842.656522
1403	4840.813294
1404	4838.774317
1405	4836.563775
1406	4834.288427
1407	4832.056432
1408	4830.10025
1409	4827.929002
1410	4825.63012
1411	4823.595383
1412	4821.164465
1413	4819.078245
1414	4817.412974
1415	4815.504845
1416	4813.205394
1417	4811.365906
1418	4809.125667
1419	4807.109454
1420	4804.672257
1421	4802.809074
1422	4800.756644
1423	4798.711854
1424	4796.482236
1425	4794.17667
1426	4792.216891
1427	4789.85889
1428	4787.847505
1429	4785.794609
1430	4783.849153
1431	4781.9079
1432	4779.808484
1433	4777.586472
1434	4775.524404
1435	4773.231349
1436	4771.273266
1437	4769.30108
1438	4767.058161
1439	4765.225712
1440	4763.235781
1441	4761.319206
1442	4759.253991
1443	4757.61268
1444	4755.574177
1445	4753.308915
1446	4750.937068
1447	4748.68869
1448	4746.705276
1449	4744.872162
1450	4743.022645
1451	4740.712112
1452	4738.914007
1453	4736.751494
1454	4734.821567
1455	4732.641409
1456	4730.623625
1457	4728.690807
1458	4726.492175
1459	4724.295745
1460	4722.262024
1461	4720.182742
1462	4717.989478
1463	4715.876171
1464	4713.757715
1465	4711.865937
1466	4709.803343
1467	4707.618759
1468	4705.43707
1469	4703.432943
1470	4701.529245
1471	4699.247584
1472	4696.863495
1473	4695.188796
1474	4693.021188
1475	4690.800664
1476	4688.676953
1477	4686.837043
1478	4684.946306
1479	4682.698579
1480	4680.662662
1481	4678.492288
1482	4676.608323
1483	4674.607461
1484	4672.951586
1485	4671.070192
1486	4668.908686
1487	4666.992647
1488	4664.809722
1489	4662.922069
1490	4661.166293
1491	4659.129017
1492	4657.12954
1493	4655.234601
1494	4653.019637
1495	4651.104255
1496	4649.029377
1497	4647.136319
1498	4644.978483
1499	4643.293951
1500	4641.220138
1501	4639.168049
1502	4637.194375
1503	4635.281245
1504	4633.099852
1505	4630.902524
1506	4628.860027
1507	4626.794656
1508	4624.696507
1509	4622.53856
1510	4620.575502
1511	4618.49198
1512	4616.969692
1513	4615.414235
1514	4613.213044
1515	4611.457201
1516	4609.243485
1517	4607.432274
1518	4605.464978
1519	4603.57545
1520	4601.862386
1521	4599.826159
1522	4597.659547
1523	4595.668927
1524	4593.764067
1525	4591.572946
1526	4589.51026
1527	4587.371366
1528	4585.406638
1529	4583.597827
1530	4581.680239
1531	4580.019598
1532	4578.054849
1533	4576.16444
1534	4574.324003
1535	4572.315136
1536	4570.164429
1537	4568.586305
1538	4566.496788
1539	4564.227379
1540	4562.378609
1541	4560.427153
1542	4558.828174
1543	4556.857717
1544	4554.925458
1545	4552.965332
1546	4551.143442
1547	4549.403263
1548	4547.307904
1549	4545.377954
1550	4543.377041
1551	4541.47344
1552	4539.366923
1553	4537.60572
1554	4535.731174
1555	4533.632932
1556	4531.636355
1557	4529.70367
1558	4527.818052
1559	4525.896813
1560	4523.857991
1561	4521.679693
1562	4519.560232
1563	4518.02811
1564	4515.979568
1565	4514.204689
1566	4512.368484
1567	4510.307617
1568	4508.297103
1569	4506.508427
1570	4504.567775
1571	4502.636288
1572	4500.941117
1573	4498.984332
1574	4496.794401
1575	4495.122565
1576	4493.109794
1577	4491.458959
1578	4489.469334
1579	4487.435629
1580	4485.545539
1581	4483.606382
1582	4481.705342
1583	4479.714917
1584	4477.81935
1585	4475.72949
1586	4473.646738
1587	4471.625925
1588	4470.043184
1589	4467.962718
1590	4465.803653
1591	4463.976544
1592	4462.219442
1593	4460.333679
1594	4458.752193
1595	4457.243362
1596	4455.584489
1597	4453.687039
1598	4452.403368
1599	4450.502627
1600	4448.875498
1601	4446.893892
1602	4444.954785
1603	4443.115475
1604	4441.253109
1605	4439.32195
1606	4437.41088
1607	4435.520231
1608	4433.588302
1609	4431.733897
1610	4429.78262
1611	4428.020383
1612	4426.003727
1613	4424.600274
1614	4422.725687
1615	4420.692162
1616	4418.993958
1617	4416.770647
1618	4414.950813
1619	4413.155018
1620	4411.311915
1621	4409.4157
1622	4407.730538
1623	4406.047136
1624	4404.172358
1625	4402.293929
1626	4400.563219
1627	4398.880982
1628	4397.332973
1629	4395.447172
1630	4393.735891
1631	4391.883893
1632	4390.187911
1633	4388.503491
1634	4386.678413
1635	4384.764269
1636	4382.870057
1637	4381.138004
1638	4379.441281
1639	4377.622933
1640	4375.863568
1641	4374.078478
1642	4372.430533
1643	4370.629581
1644	4368.865825
1645	4366.941787
1646	4365.227756
1647	4363.787232
1648	4361.979688
1649	4360.362722
1650	4358.303295
1651	4356.939865
1652	4355.125196
1653	4353.203974
1654	4351.317126
1655	4349.504909
1656	4347.746632
1657	4345.798029
1658	4344.116921
1659	4342.439524
1660	4340.741768
1661	4338.976398
1662	4337.507996
1663	4335.818125
1664	4334.273393
